staffID,firstName,lastName,position,department
5386849609,Anthony,Blair,Doctor,Cardiology
8157147269,Jeremy,Cox,Doctor,Cardiology
4208914316,Justin,Stone,Technician,Radiology
8347922195,Nathan,Frederick,Nurse,Radiology
8268352370,Thomas,Parker,Technician,Oncology
9376050996,Beverly,Reyes,Technician,Oncology
1434854056,Leah,Stout,Doctor,Pediatrics
2149227485,Lauren,Wells,Doctor,Emergency
0639917218,Robin,Neal,Doctor,Oncology
0996790312,Morgan,Good,Technician,Radiology
0640700070,Michael,Schmidt,Administrator,Cardiology
6881058483,Kathleen,Campbell,Nurse,Oncology
9327003522,Karen,Thomas,Administrator,Emergency
6119059730,Jake,Campos,Technician,Radiology
8135545774,Michelle,Cunningham,Nurse,Cardiology
3789731284,Kyle,Murillo,Doctor,Emergency
9414778101,Misty,Myers,Administrator,Emergency
6640579472,Anthony,Stuart,Doctor,Emergency
8784258964,Kristy,Williams,Technician,Radiology
3688448446,Nicole,Foster,Nurse,Oncology
0660741636,Kelly,Vasquez,Doctor,Oncology
5895198706,Alan,Taylor,Administrator,Pediatrics
9046569497,Melissa,Simmons,Doctor,Emergency
3488239244,Russell,Castillo,Technician,Pediatrics
6307914344,Misty,Green,Doctor,Oncology
9912956852,Michael,Mitchell,Technician,Cardiology
6919158039,Edward,Dickerson,Administrator,Pediatrics
8374299902,Daniel,Williams,Administrator,Pediatrics
9507341604,Brian,Nguyen,Nurse,Oncology
6826718709,Ashley,Schaefer,Administrator,Cardiology
1200352764,Juan,Phillips,Nurse,Radiology
8478802300,Shelby,Aguilar,Technician,Pediatrics
8896688359,Taylor,Butler,Doctor,Radiology
0746212446,Angela,Hicks,Doctor,Cardiology
6520541892,Kimberly,Diaz,Technician,Pediatrics
2003027934,Patricia,Burns,Nurse,Oncology
5037833097,Marilyn,Larson,Nurse,Oncology
5266654719,Megan,Webb,Doctor,Radiology
4433857551,Gabriel,Hardy,Administrator,Cardiology
4163709531,Kevin,Anderson,Administrator,Radiology
0892836820,Holly,Michael,Nurse,Oncology
9981582622,Erica,Baker,Doctor,Radiology
6095940555,Brittney,Jensen,Technician,Radiology
3974468499,Daniel,Herrera,Doctor,Radiology
7837225983,William,Mcdaniel,Doctor,Oncology
5458394024,Robert,Smith,Technician,Oncology
3082657902,Patrick,Lowe,Doctor,Radiology
3483635262,Samantha,Ruiz,Technician,Pediatrics
6817288415,Kari,Henderson,Technician,Pediatrics
4254917635,Robert,Clark,Technician,Radiology
9459607802,Chelsea,Key,Administrator,Emergency
6201033049,Christine,Wilcox,Nurse,Pediatrics
0960436285,Sheila,Kelly,Technician,Emergency
9935435457,Thomas,Mccormick,Nurse,Cardiology
9143875925,Jennifer,Evans,Nurse,Radiology
6100645009,Dana,Young,Doctor,Pediatrics
9662805865,Bradley,Mitchell,Administrator,Pediatrics
8927875847,Michael,Moore,Technician,Cardiology
3534976222,Meghan,Price,Technician,Radiology
6518149040,Nathan,Ray,Doctor,Emergency
9665256963,Rebecca,Glass,Nurse,Oncology
7413095290,David,Barker,Technician,Emergency
7821604105,Melanie,Cole,Administrator,Oncology
5356179111,Diana,Clark,Nurse,Radiology
0094401683,Linda,Nichols,Nurse,Emergency
7808125916,William,Vargas,Doctor,Cardiology
5302942048,Jonathan,Beck,Nurse,Cardiology
9661688441,Paul,Diaz,Administrator,Pediatrics
0378649716,Ashley,Padilla,Nurse,Cardiology
0325706223,Thomas,Thomas,Technician,Emergency
8983890684,Kelly,Brooks,Administrator,Oncology
5899120183,Emily,Murphy,Doctor,Cardiology
6642248699,Donald,Hayden,Doctor,Emergency
4303188229,Jessica,Williams,Nurse,Radiology
4269797831,Shane,Garcia,Administrator,Pediatrics
0679621416,Brian,Hubbard,Administrator,Cardiology
2145620926,Ian,Gonzalez,Nurse,Cardiology
3114879806,Elizabeth,Hodge,Nurse,Radiology
1145145968,Sean,Lee,Doctor,Pediatrics
1605250871,Thomas,Pierce,Doctor,Cardiology
9737777250,Gregory,Wright,Nurse,Cardiology
5506104430,Charles,Nelson,Technician,Radiology
0957518422,Edward,Luna,Administrator,Emergency
8489077298,Laura,James,Technician,Oncology
1696785163,Charles,Thomas,Doctor,Oncology
2307367897,Colton,Meza,Administrator,Oncology
0890131095,Rachel,Griffin,Doctor,Emergency
9807154560,Rebekah,Miller,Administrator,Cardiology
0900105904,Charles,Wright,Technician,Pediatrics
3876109253,Luis,Andrade,Nurse,Emergency
4731471027,Raymond,Baker,Technician,Pediatrics
1740554459,Sarah,Gray,Technician,Cardiology
1223096404,Kathleen,White,Doctor,Emergency
2831988860,David,Collins,Doctor,Pediatrics
0417485366,Sharon,Ramos,Nurse,Oncology
6713584567,Katie,Larson,Technician,Pediatrics
5302380550,Madeline,Harper,Technician,Pediatrics
1906801801,Matthew,Duffy,Administrator,Radiology
4475881143,Alexander,Lawrence,Administrator,Emergency
5850220352,Gregg,Coleman,Administrator,Cardiology
1210513895,Maria,Butler,Doctor,Pediatrics
5379797982,Angela,Mays,Administrator,Oncology
2573995518,Leon,Hanson,Technician,Emergency
7135838671,Jason,Moore,Technician,Pediatrics
2205538931,Ruth,Andrade,Technician,Cardiology
3184283854,Brianna,Galloway,Technician,Radiology
4013197239,James,Smith,Nurse,Emergency
5308230695,Dwayne,Young,Nurse,Pediatrics
5147988636,Leslie,Alvarez,Nurse,Pediatrics
1895422428,Alicia,Jones,Administrator,Pediatrics
4104489472,Tiffany,Riddle,Technician,Radiology
0857280050,Justin,Decker,Administrator,Cardiology
1839836636,Kimberly,Johnson,Administrator,Emergency
6304270772,Jeffrey,Kim,Administrator,Radiology
3747741052,Sandra,Harris,Administrator,Pediatrics
1315006280,Matthew,Henry,Doctor,Oncology
3233842838,Kristina,Lopez,Technician,Cardiology
2365560435,Dorothy,Young,Doctor,Emergency
2807036196,Patrick,Anderson,Doctor,Pediatrics
7365643555,Arthur,Wilson,Administrator,Radiology
6515068808,Juan,Smith,Technician,Radiology
4255477623,James,Hansen,Doctor,Radiology
7247294562,Thomas,Moyer,Nurse,Oncology
2321698155,Jennifer,Jimenez,Nurse,Oncology
5272840655,Joshua,Dominguez,Administrator,Cardiology
0728756404,Janice,Evans,Doctor,Emergency
6890120089,Stephanie,Guerra,Administrator,Radiology
9841542240,Samuel,Santiago,Doctor,Pediatrics
3981812049,Lance,Kerr,Administrator,Emergency
9088328548,Brianna,Garner,Administrator,Pediatrics
5308337562,Shawn,Reed,Technician,Emergency
2195655911,Stephen,Mcclain,Doctor,Emergency
5627100120,Christopher,Stephens,Nurse,Radiology
7088085232,Melissa,Bowen,Doctor,Radiology
6696698573,Colton,Williams,Nurse,Emergency
2624589045,Michelle,Henderson,Administrator,Oncology
9960728085,George,Robertson,Nurse,Emergency
2815059077,Alex,Rodriguez,Doctor,Radiology
5312981387,Alan,Frey,Nurse,Oncology
8655536486,Pamela,Gibson,Doctor,Cardiology
8936806585,David,Richards,Technician,Cardiology
6003251148,Aaron,Robertson,Administrator,Pediatrics
7198497357,Douglas,Ramos,Administrator,Radiology
6525452047,Dennis,Fischer,Technician,Pediatrics
4629489956,Eric,Torres,Administrator,Oncology
5928177123,Denise,Allen,Technician,Oncology
1916616110,Anthony,Glass,Doctor,Emergency
6357868985,Caitlin,Carrillo,Doctor,Cardiology
2032710978,Lisa,Snyder,Technician,Oncology
9740350314,Marcus,Andersen,Nurse,Radiology
4080180859,Jennifer,Jones,Technician,Emergency
1055130385,Barbara,Anderson,Administrator,Cardiology
2905084555,Brian,Cox,Administrator,Pediatrics
6879117363,Joshua,Shaw,Nurse,Oncology
2987576742,Melinda,Parker,Administrator,Radiology
8766682279,Max,Mcmillan,Administrator,Cardiology
3423333478,Randy,Austin,Technician,Oncology
3144155220,Andre,Anderson,Doctor,Radiology
0815795154,Mark,Taylor,Administrator,Emergency
1695762727,Stephanie,Smith,Nurse,Oncology
0547061320,Amanda,Williams,Technician,Cardiology
0715566094,Margaret,Adams,Doctor,Cardiology
3899094502,Brian,Clark,Technician,Oncology
6097074444,Courtney,Holmes,Nurse,Cardiology
0458362127,Daniel,Phillips,Administrator,Emergency
7005650342,Nicole,Allen,Technician,Oncology
2843965780,Daniel,Barrett,Doctor,Radiology
2072659432,Howard,Zamora,Nurse,Oncology
5839958201,Cindy,Mccormick,Nurse,Cardiology
0707137666,Nicole,Diaz,Administrator,Radiology
1169265446,Michael,Russell,Administrator,Cardiology
3413037274,Heather,Hart,Doctor,Pediatrics
4319910879,David,Gomez,Nurse,Pediatrics
7756644153,Christine,Jackson,Administrator,Emergency
0989135302,Michael,Bailey,Administrator,Radiology
2223096047,April,Chan,Technician,Cardiology
6834568226,Bryan,Taylor,Nurse,Pediatrics
6124723349,Andrew,Mcgee,Technician,Pediatrics
2704315451,Kayla,Rivera,Doctor,Pediatrics
2934842903,Scott,Ramsey,Technician,Oncology
3002427428,Thomas,Lawrence,Nurse,Oncology
4893669079,Holly,Ortega,Nurse,Radiology
2426589879,Brittany,Allen,Administrator,Cardiology
9526085237,Tiffany,Grimes,Nurse,Oncology
1577304204,Robert,Bruce,Doctor,Radiology
1880662443,Andrew,Owen,Administrator,Emergency
6243691672,Mary,Page,Technician,Cardiology
6167938081,Krystal,Nicholson,Nurse,Pediatrics
1041967996,Dawn,Nelson,Doctor,Pediatrics
2511408616,Darin,Fitzpatrick,Administrator,Radiology
1752128643,Rebecca,Mcgrath,Technician,Radiology
7863705342,Shannon,Navarro,Nurse,Radiology
1672069686,Rachel,Perry,Technician,Pediatrics
2830190120,Kyle,Howell,Doctor,Oncology
2959935416,Elizabeth,Baker,Nurse,Radiology
1399178631,Jason,Carlson,Doctor,Cardiology
8101910619,Chase,Obrien,Technician,Radiology
9506760164,Ronald,Martinez,Doctor,Radiology
0435140806,Christopher,Nunez,Nurse,Cardiology
2548034728,Joseph,Fitzgerald,Technician,Emergency
6692918811,Mark,Scott,Technician,Pediatrics
2782140889,Timothy,Rosales,Administrator,Oncology
5069622233,Jonathan,Holt,Doctor,Radiology
2529503846,Benjamin,Hart,Nurse,Radiology
1574580172,Ashley,Lewis,Technician,Cardiology
3782542606,Roger,Reynolds,Administrator,Pediatrics
2572995460,Renee,Cooley,Nurse,Radiology
5814110914,Brenda,Edwards,Administrator,Emergency
5763484819,Courtney,Blake,Nurse,Pediatrics
8330626609,Sarah,Mcclain,Administrator,Cardiology
0931530192,James,Newman,Administrator,Oncology
1443035451,Misty,Thompson,Doctor,Pediatrics
4679867974,Drew,Neal,Doctor,Pediatrics
0054579280,Mariah,Brooks,Doctor,Emergency
2155668004,Joseph,Leach,Technician,Emergency
0080987347,Scott,Moore,Nurse,Pediatrics
5681293406,William,Tapia,Nurse,Oncology
0587927133,Crystal,Jenkins,Nurse,Cardiology
2143937170,Kelsey,Smith,Administrator,Oncology
0905478591,Natalie,Johnson,Administrator,Emergency
6929528286,Samantha,Williams,Technician,Cardiology
4432192247,Jesse,Oliver,Administrator,Radiology
5769794714,Sonia,Parker,Doctor,Radiology
9769034345,Rebecca,Smith,Doctor,Radiology
3434073755,Dawn,Mccoy,Administrator,Cardiology
2315730195,Glenda,Adams,Administrator,Radiology
8138396902,Chad,Anderson,Doctor,Radiology
1874038075,Jamie,Ferguson,Nurse,Cardiology
1213914982,Michelle,Pratt,Doctor,Emergency
1775613396,Amanda,Horne,Doctor,Radiology
3693880139,Thomas,Sanchez,Administrator,Oncology
6305621079,Natalie,Allen,Doctor,Pediatrics
5668451144,Jack,Rowland,Technician,Radiology
0120054561,Johnny,Davidson,Nurse,Oncology
3272686955,Kristin,Davis,Administrator,Radiology
4175017123,Rebecca,Burgess,Nurse,Emergency
7668046301,Austin,Smith,Doctor,Oncology
5008658987,Amy,Clark,Nurse,Radiology
7125396412,Courtney,Gonzales,Administrator,Cardiology
6646536250,Veronica,Bauer,Technician,Pediatrics
9535859404,Erik,Carpenter,Administrator,Pediatrics
2575411140,Andrew,Lee,Technician,Oncology
0984218865,Savannah,Bell,Administrator,Oncology
1180197081,Bryan,Wilcox,Technician,Cardiology
2533405713,Deborah,Mitchell,Administrator,Cardiology
1266520368,Amanda,Schneider,Technician,Radiology
2862647683,Carolyn,Brown,Administrator,Cardiology
2649841069,Eric,Mueller,Technician,Pediatrics
9809741008,Blake,Frazier,Nurse,Cardiology
7834650502,Michael,Espinoza,Administrator,Radiology
7209032482,Sophia,Pham,Technician,Radiology
7751584153,Steven,Merritt,Nurse,Radiology
6016382160,Robin,Booker,Doctor,Emergency
4861989199,Amanda,Bryant,Doctor,Oncology
5037541939,Mark,Mccullough,Administrator,Pediatrics
9645524482,Theresa,Santiago,Technician,Emergency
2174200400,Becky,Montoya,Administrator,Emergency
7583417917,Karen,Crawford,Doctor,Pediatrics
0926526073,James,Hendricks,Nurse,Radiology
0594792760,Stanley,Mendez,Administrator,Cardiology
4569832362,Misty,Davidson,Nurse,Pediatrics
0203905933,Crystal,Harris,Technician,Radiology
6071383947,Brittany,Tanner,Administrator,Cardiology
5337030933,Stacy,Gardner,Nurse,Radiology
8622021086,Brian,Jones,Technician,Cardiology
5216698133,Jennifer,Mccann,Administrator,Radiology
2479271970,Alicia,Strickland,Nurse,Emergency
9111924939,Daniel,King,Nurse,Emergency
5663140735,Gina,Little,Technician,Oncology
5810203447,Frederick,Mcconnell,Nurse,Cardiology
6754312901,Ashley,Salas,Nurse,Radiology
8378978599,Brittney,Frost,Technician,Radiology
6426175483,Joseph,Fuller,Doctor,Cardiology
3219661111,Carolyn,Matthews,Doctor,Oncology
7222340636,Michael,Patel,Administrator,Pediatrics
2767217527,Michael,Barnes,Doctor,Cardiology
3392003838,James,Lopez,Doctor,Cardiology
1363058675,Sonya,Rhodes,Nurse,Oncology
0724842710,Eric,Clark,Administrator,Cardiology
4271609288,Miguel,Allen,Doctor,Pediatrics
5822402345,Karen,Holt,Doctor,Radiology
2646675501,John,Johnston,Doctor,Oncology
1814124594,Kevin,Dickerson,Administrator,Pediatrics
0747040926,Colleen,Murray,Administrator,Cardiology
7035213409,Sean,Mendoza,Nurse,Pediatrics
5213467068,Jessica,Sharp,Administrator,Cardiology
4218527805,Phillip,Ortiz,Administrator,Oncology
6550770596,Hunter,Watts,Administrator,Emergency
4872630815,Brianna,Collins,Doctor,Radiology
1219862955,Melanie,Case,Nurse,Radiology
6006265271,Carrie,Wiggins,Doctor,Oncology
0061777076,Kyle,Odom,Technician,Pediatrics
1795439007,Gregory,Rivera,Technician,Cardiology
8152091712,Timothy,Spears,Administrator,Pediatrics
3619873677,Megan,Cox,Technician,Pediatrics
2328447558,Deanna,Smith,Nurse,Emergency
8372543505,David,Franklin,Doctor,Emergency
0752208474,Mark,Brown,Administrator,Pediatrics
2088483022,William,Kennedy,Nurse,Cardiology
6404354340,Jennifer,Simpson,Doctor,Emergency
4340967794,Victoria,Cameron,Doctor,Cardiology
5434947642,William,Boyd,Nurse,Pediatrics
8559787500,Kathy,Lee,Administrator,Emergency
3765194173,Keith,Taylor,Administrator,Pediatrics
1588363800,Vickie,Wilson,Nurse,Pediatrics
2786683333,Lacey,Riggs,Doctor,Oncology
8007826598,Adam,Miller,Doctor,Emergency
2367753625,Brent,Harris,Administrator,Emergency
1960549814,Emily,Hunter,Administrator,Oncology
6531506062,Charles,Hardy,Administrator,Emergency
4609664436,Steven,Mccall,Administrator,Cardiology
7142247912,Patrick,Ray,Doctor,Pediatrics
2032586138,Steven,Henry,Doctor,Radiology
0038614535,Mark,Cameron,Technician,Cardiology
8170591943,Dawn,Blevins,Nurse,Pediatrics
2578854815,Donald,Carpenter,Nurse,Emergency
3116346816,Lisa,Smith,Administrator,Oncology
8091984632,Nancy,Merritt,Doctor,Radiology
3958321431,Jasmine,Nguyen,Technician,Cardiology
9616834893,Edward,Marshall,Nurse,Pediatrics
1093285334,Laura,Brown,Administrator,Oncology
2307866245,David,Graham,Technician,Radiology
3557466721,Amanda,White,Nurse,Cardiology
0487674130,Kyle,Delgado,Doctor,Radiology
3396542947,Robert,Pacheco,Administrator,Emergency
6756943204,Melissa,Fisher,Technician,Oncology
6099278847,Arthur,Gordon,Administrator,Oncology
0522953716,Michele,Gilmore,Administrator,Emergency
2512758842,Anna,Johnson,Nurse,Emergency
0044726630,Michael,Gardner,Technician,Emergency
1960067205,Christopher,Thompson,Nurse,Oncology
3044946760,April,Ray,Administrator,Pediatrics
3767228544,Marissa,Mora,Doctor,Radiology
9180525744,Veronica,Barrett,Nurse,Pediatrics
3782995963,Harry,Cochran,Doctor,Pediatrics
6416549457,David,Smith,Nurse,Oncology
5906099576,Robert,Robinson,Nurse,Emergency
2269993233,Brendan,Thomas,Doctor,Radiology
4165515747,Mary,Lewis,Administrator,Oncology
9496698870,Andrew,Gay,Technician,Emergency
1663380905,John,Robinson,Technician,Emergency
4457478574,Chelsea,James,Administrator,Radiology
2529423701,Christopher,Ramirez,Doctor,Emergency
0031073736,Joseph,Tucker,Doctor,Radiology
9078049668,Katie,Miller,Administrator,Emergency
9246554095,Cynthia,Barnett,Administrator,Oncology
1767031861,Ethan,Morgan,Technician,Radiology
1093017180,Joshua,Le,Administrator,Emergency
7830199859,Kenneth,Sparks,Nurse,Radiology
7564495039,Karen,Fox,Technician,Oncology
1354061143,Brittany,Brown,Nurse,Pediatrics
3630503727,Allison,Miller,Doctor,Cardiology
5160539671,Kathy,Herring,Administrator,Oncology
9465880379,Timothy,Schultz,Administrator,Radiology
1689872309,Lydia,Peters,Technician,Pediatrics
6681347197,Hunter,Lee,Doctor,Cardiology
5809582219,Sarah,Berry,Administrator,Pediatrics
6848392087,Peter,Macias,Administrator,Pediatrics
3136755392,Jennifer,Lawson,Administrator,Cardiology
7666180909,Brian,Dixon,Administrator,Emergency
4109461967,Madison,Shelton,Doctor,Emergency
0875731235,Patrick,Williams,Doctor,Radiology
2676534037,Richard,Brennan,Doctor,Cardiology
7573376376,Christine,Clements,Technician,Oncology
2769730017,Darryl,Boyer,Administrator,Cardiology
7523025961,Dennis,Mitchell,Administrator,Pediatrics
4510582552,Roger,Williams,Administrator,Emergency
1771936663,James,Morgan,Doctor,Pediatrics
6120554153,Doris,Gordon,Doctor,Oncology
2403478091,Lori,Hill,Technician,Cardiology
5369877467,Lisa,Garcia,Doctor,Emergency
1995468469,Victoria,Reyes,Doctor,Emergency
4472279336,Wesley,Jackson,Doctor,Radiology
4126363707,Ashley,Hinton,Administrator,Radiology
3793217926,Austin,Moyer,Administrator,Emergency
5594779983,Krystal,Klein,Technician,Cardiology
7007015670,Logan,King,Nurse,Radiology
1915296221,Kelly,Johnson,Technician,Cardiology
5825328221,Amy,Freeman,Administrator,Pediatrics
8880695089,Jeremy,Evans,Technician,Pediatrics
5559494344,Shawn,Ferguson,Nurse,Pediatrics
3936840890,Robert,Vasquez,Technician,Pediatrics
5691197369,Gabriel,Reed,Doctor,Oncology
7612266935,Christopher,Kim,Administrator,Oncology
5135635495,Katie,Parker,Nurse,Cardiology
7040754292,Linda,Roman,Nurse,Pediatrics
1548221990,Matthew,Mitchell,Doctor,Emergency
7507071054,Raymond,Garrett,Administrator,Cardiology
5931710428,Bryan,Landry,Administrator,Pediatrics
0974554952,Jennifer,Austin,Administrator,Cardiology
8894403934,Daniel,Mendoza,Technician,Emergency
2870306061,Mark,Martinez,Doctor,Oncology
0640841715,Gina,Blevins,Technician,Radiology
0542384246,Crystal,Martin,Technician,Pediatrics
7636877255,Christopher,King,Technician,Pediatrics
3619360758,Christopher,Johnson,Nurse,Cardiology
7768406402,Jesse,Spears,Nurse,Radiology
2697023719,Monica,Gay,Doctor,Emergency
0489311530,Leslie,Schroeder,Technician,Pediatrics
5883528462,Julie,Watson,Nurse,Emergency
0866389118,Bruce,Scott,Nurse,Pediatrics
2707929436,Danielle,Taylor,Administrator,Radiology
0338836703,Craig,Wells,Doctor,Radiology
5077471547,Julie,Carpenter,Doctor,Oncology
7487326192,William,Bates,Technician,Pediatrics
0497200984,Andrea,Briggs,Technician,Cardiology
6093346346,Andrew,Young,Doctor,Oncology
1327887009,Christine,Lozano,Technician,Oncology
8041413973,Dalton,Williamson,Doctor,Cardiology
3340395434,Allen,Cole,Doctor,Cardiology
1226982122,Vanessa,Parks,Doctor,Pediatrics
5868961644,Joshua,Reyes,Nurse,Radiology
6759288721,Brenda,Robinson,Administrator,Radiology
2646390779,Raymond,Smith,Doctor,Oncology
5900428377,Timothy,Pierce,Doctor,Cardiology
7120022349,Kristen,Howell,Nurse,Emergency
0455904066,John,Martin,Technician,Radiology
1429459445,Joshua,Brown,Technician,Radiology
7198930785,Amber,Kim,Administrator,Pediatrics
3209598297,Amanda,Mcintyre,Nurse,Cardiology
0499741442,Stephen,Martin,Technician,Radiology
9248053939,Robin,Moore,Administrator,Pediatrics
0903800573,Rebecca,Jennings,Nurse,Cardiology
2393552407,Jacob,Shaw,Nurse,Cardiology
3749005180,Kylie,King,Doctor,Radiology
4294683999,Jeffrey,Wilson,Doctor,Radiology
7532044778,Mitchell,Rodriguez,Doctor,Cardiology
2971076939,Douglas,Lee,Doctor,Emergency
6871752781,Michelle,Miller,Administrator,Radiology
9213558684,Matthew,Mack,Administrator,Pediatrics
7623839763,Cathy,Sanchez,Administrator,Emergency
9829336295,Jacob,Davis,Administrator,Radiology
4782783541,Kaitlyn,Salinas,Technician,Radiology
0784801798,Christine,Glenn,Technician,Emergency
9457070982,Dustin,White,Administrator,Pediatrics
1462669416,Brian,Johnson,Doctor,Oncology
0145537613,Lindsey,Mendoza,Technician,Cardiology
9695533528,Andrew,Lang,Nurse,Cardiology
9925853529,Robert,Carr,Nurse,Emergency
1164453624,Christine,Henry,Administrator,Cardiology
8970063144,Heidi,Wall,Doctor,Cardiology
1056805581,Samuel,Villegas,Nurse,Pediatrics
8609112478,Jonathan,Bruce,Doctor,Cardiology
9062735074,Kaitlyn,Manning,Administrator,Pediatrics
6795993362,Johnny,Garcia,Nurse,Emergency
6989433066,Bradley,Williamson,Doctor,Oncology
9249722556,Elizabeth,Bray,Technician,Pediatrics
1952515636,Jay,Young,Doctor,Oncology
7787236935,Michelle,Kim,Nurse,Radiology
8986419330,Kurt,Bell,Administrator,Oncology
7012996710,Luis,Lewis,Administrator,Emergency
8967479448,Tyler,Wong,Doctor,Cardiology
6694533687,Thomas,Bradford,Nurse,Oncology
2646970291,Jonathan,Williamson,Technician,Oncology
2375503707,Larry,Irwin,Administrator,Cardiology
3668834106,George,Wolf,Doctor,Cardiology
1172767303,Melissa,Rose,Nurse,Cardiology
1546392323,Maria,Moore,Doctor,Radiology
8191464306,Edward,Miles,Technician,Cardiology
9732756240,Janet,Mosley,Nurse,Emergency
3514457686,Kimberly,Humphrey,Technician,Cardiology
5220728626,Lori,Foster,Doctor,Emergency
