visitorID,phone
207736,515862460090848
606901,746427704476640
627109,733265483933368
954224,983948881412235
540628,655201808305225
283940,957520905319978
479293,126398775782949
410879,570678068732730
732959,247141271406026
967916,834588266638843
113518,241206253100412
163908,224042661996640
235317,511602510394570
106944,866216316428854
698641,943114592396733
592877,585427378154077
318085,739750419427218
541142,978912258159830
709647,525825703709332
724984,643821432295574
952619,534676439302113
670834,520704971951763
710117,302574378463861
814426,694870895897820
358796,689203689400333
997180,154309165214085
675792,837031421771075
195693,530025021945831
698979,843025559804633
455134,646092002554842
470333,852051306989312
288491,638708700965240
816205,112669914632057
739552,950166861849221
561303,164917384915032
545345,866329133220488
015788,276133039138551
518112,345183552214079
336255,356554472405136
121642,790340976012554
580000,034562179100829
043942,333682271567283
325663,090950270647958
300361,548630013044303
956317,777224580249416
039170,719799180764236
001729,079857953196056
459636,433038982280707
050215,702845800356562
791898,361666374923822
638671,091123668728481
575654,439295309995876
700305,194925570410284
632856,688115837066376
260213,057524240609509
855702,884382168176786
794752,743483650225500
221123,068959663133305
285252,305014055311501
225830,547079807934785
786499,487538138969963
580648,590824596509875
441054,502250069471253
919936,276290425600282
948134,434885508477673
000797,955814661579223
436735,700240897255290
973140,726367340795386
866457,893558261646302
832708,609685080764015
420654,150960523354541
496901,899832864469029
891954,846700447868801
375087,683879143309725
479769,965797741304508
826691,830303599595736
870361,955912780929571
416733,849070440908647
913542,150503580643508
440492,862522602929492
480298,362034836297010
511613,676003606758820
615859,992191514406761
302349,579833794077161
564758,876705636859422
016480,449705170773010
948202,674463570512468
560098,732709596065531
919395,757142812049270
954590,424938859063141
429567,340352853644046
709942,240269370024241
425638,208462122106988
536554,196908995349225
701173,445394378011774
816229,233087818630013
120712,390641713369069
990005,405253935382415
590451,289467690940595
899617,031864062000039
230846,065428631911653
578153,322311777053858
279940,191239727484842
353003,259431661361299
613895,169917617428564
184118,729377458653486
140276,526455666831555
326585,397680588141284
103009,093170881871792
656660,189698359965443
710797,649492552621265
693867,054095660967109
404895,925560929966654
351938,630782718266346
904439,244062945158027
564876,057467343580823
709311,047166062586391
679519,348142339792162
277712,485971458596258
668241,848895305196315
457061,785338982174303
896437,024900132016519
993656,723896868369681
357898,465349925475567
144123,682225166565471
566949,922408617937455
435091,771589155098201
014493,196224274824037
546317,796080954128211
881346,612672688574272
472559,289041555297024
669842,575159556885784
966841,030030144561086
791827,361906543297436
738802,279507226978294
415682,670516735394671
793515,938365725864828
751478,658907508419801
343645,419552309879042
018848,540457842320071
858446,679317989822173
476206,138855755965914
701537,957607183423389
446455,587380876352822
837574,417882362020747
747187,593260466461340
307177,555265810357651
408841,619345507230005
951064,746082496027814
628913,086550425959219
468454,008855015218933
886836,505390690383241
058936,731308030489740
924229,604812676614949
861025,954920974210107
071351,715220200467779
020354,857478606718753
579513,598634313446558
336633,052002426986686
313093,284930524640923
718368,855995863843521
481167,214182328630327
627156,026991076215161
825157,497507427833590
041723,722557036259369
239604,682352963535953
570576,198003215814588
523494,268607632471219
194679,704958516713061
548703,425152759191565
676778,141536269155637
628432,795171446238075
880335,292331538154725
761062,639273931443386
652182,812155867155486
749078,766778200665469
482213,653838967221098
560501,521749333631795
421489,931106204523768
604203,879258495891865
980427,004809026792534
760280,840770651006714
394634,586033081890225
291395,424818399185451
299564,091270675762558
952704,063064699258427
117291,843906695740141
134519,342786718523172
807043,436789893285528
091762,319725438744507
488212,125226914019758
713499,518258155774333
916019,355149167449157
253615,136518597789688
303857,344947847878490
401573,633546025595402
037519,007075676955084
414080,121275826391304
292619,922608930082339
991288,826557870342562
902904,273543897091946
593380,377458299850398
593237,340076731932203
894880,467979748607899
260425,314827410988838
678934,584046118751142
623418,194149793922740
696887,959637822391633
995148,460288342684228
208304,503699032944345
420527,653813182740643
677773,749441003811953
799387,461361893457925
563974,028646452042709
798342,471931113746781
707556,421715452411047
242443,472905283698661
284580,462460949332529
295316,055666861947227
456424,271106438702962
162362,340580547703956
668329,553425085561188
746784,952369174811843
959361,114161795533882
753560,419747465856173
731633,054543856387673
060007,876630709466592
576482,171908185269349
061262,460391210553425
908684,757884541213486
073349,117720687679852
017425,133620327123941
510946,865606575244705
599422,781848241751697
770066,920372873472181
099117,303972736093983
577390,958810696861790
245410,373628828779840
445176,793219004171467
581075,270194060663903
443425,674541388018386
102942,473066248615416
522046,788145820083198
217362,048961159258079
044538,305937905424324
670374,194746613509944
576129,934998725886490
035452,717270306467392
111473,711230021044643
896115,660622543431845
192990,685298938985273
222983,559669213208446
549650,075721506484737
391370,234916310445680
039325,577375172956712
281351,055410631763841
171638,379318340999794
054000,220335806669463
467223,123942817135871
229351,658999626262156
630581,762479406432455
326278,622184980659144
039795,212329832963105
620829,356496971464797
326405,482675768811104
800913,398624976495110
618387,762937071686763
632579,347198558224225
198351,896231923107442
224240,839726093587727
963223,826883282850200
142569,894694691797253
753081,750225248571715
262151,621164712386306
344064,078792893773177
448023,449537368848364
748838,017630968124246
155473,124577414041956
633720,584265483386028
806250,051556657242511
041935,031347382968320
698209,580006632035868
572546,269172344631049
365128,713282583484434
201256,548037825849777
856497,175828455737088
824145,433199806831013
098287,632988233679702
327592,266786735852845
775245,949384106205492
893342,928529030205577
530111,415783649591196
882397,029155473767252
542815,752384010904247
979923,957295821454249
119953,319365561621900
855105,840362220217173
051675,007558226211679
849766,726927422610235
754101,833753679874057
745787,337281258724984
116237,217661673664974
260410,336328840809333
283768,774024793164431
450205,140235467000960
744397,841000229272964
275377,316912945293329
835925,975311175009783
524992,786432516385823
742326,771873169755360
999693,750816425748026
232252,448891711079188
063948,542172813160933
525615,824660929521991
988726,936979559140297
250098,309474796526400
313338,972921516804834
550462,103840201149865
580975,098543559071390
063410,553219788547392
649508,428953616415390
390807,181541395438951
673262,983925925819382
391619,171039125742556
186276,901804584507721
853851,248419564274923
484248,405338586348743
196754,652712316754328
513955,127846090675702
013740,759824440975016
407347,387052766789805
309455,558433815858323
533403,093334794118000
844223,480645173351882
925941,414998710529100
034090,618146420222961
415952,428841586780862
928497,892335406055153
294904,833204950432420
001331,864093431120027
408357,196204521958184
675506,240936070182139
476417,912111726254710
055369,462003028073781
751623,304346851065848
604999,194102217222679
989072,795983207972267
705752,999604634277070
962164,220625768877048
011133,727274179680529
431794,469668780377687
060705,789040637502172
166903,652633359870875
398248,538305975426375
847447,600670623336473
207892,645810378361075
452873,077793614073092
731995,252845626873536
347413,130778734870364
370375,699409054747777
617748,957513119692012
368261,594574946237470
487435,149507785124693
587034,602619211626147
232359,419501574921714
730587,273974496352483
351825,718831657961001
366689,104954133965332
480397,116971564822064
078090,751155166253830
344540,073067333072405
162334,509905443386822
388734,480529958563171
125416,695973229402286
808003,345169819213009
574241,451770268203080
618731,651607946258084
936002,625390758241868
130691,175925899387139
049959,090583094176689
150822,317000766576851
069006,965235058225195
161721,036966004122036
278176,255675609226086
803633,824386370901368
481179,529332425178204
147810,795378082339897
705307,850937582427016
312858,360044651265357
140334,838902973485689
775811,583928194950829
895578,323540676150786
831636,642748974868290
697361,935302098153886
239317,823776917918956
656611,611464405975678
535072,825734991350988
169506,255475911432614
204202,343177750485766
345930,527648810017777
342377,070383108918863
802162,295681815370162
690009,576703873115801
981912,832227077206171
008418,282216307200870
895457,425704439192114
145493,051148185405313
367263,248026087274948
448114,036727435347742
305826,484245683134653
932618,559061026748969
509197,537577642582021
770127,476177786858040
997209,663361071336131
866641,155288090982032
032094,965626788305589
765078,063650082974052
132127,670401863984946
742622,782004640535084
949647,547044235232778
959552,480043443442070
337468,866497998607883
343239,878622975528725
648770,929571231868945
135228,957876195894739
612103,129995349568833
240947,835121561761475
892752,051728424716523
177782,389313537088605
518160,455939689442870
723962,441049986408119
610307,058689445956416
588723,351086631355670
443845,168865640480256
732339,026390283815610
839043,077029656635988
716553,081246563723401
213999,258732542858187
697158,067526840893203
168896,198713052401080
860787,774707461141915
921186,073935708308539
585352,514216862724833
717376,972911546519487
131839,662676197222586
143683,678641752317433
122708,164563685767525
638896,118854319665715
806186,162804863778285
529062,926392515528219
624906,491695620398673
267848,454024109075760
993010,402267317304600
676379,872824038873708
395723,436710521166574
585618,607921215068954
988096,845613294422629
615837,050715260701106
772973,858530170034352
045601,309478963755279
426793,169818918116604
521876,407499154832716
584797,816442492868983
663850,211614034110913
377742,786082496429254
190950,253671828151032
413635,900109338225569
433821,881361637770993
726101,020680454348231
323056,716702115769143
746073,159187773648995
704952,665228616824456
310717,658940349108770
693695,027819919604692
031917,318431422781451
985803,254880274845643
985766,976463648395922
258434,457665836979127
332797,259077190844991
977622,458170840775916
301401,790711701638269
261797,484412869124754
909248,040069140797425
387615,570727242940497
119115,748222318228315
503809,862296457911158
451942,204333457039664
884908,329711698023457
635309,038815804144636
334137,860885534148134
361239,473242406302450
264655,629398733270225
243441,879553253324643
032901,303122760556567
711188,625247930952199
056246,010750241923366
415654,258517664142956
339819,782829517270584
271754,385564298236532
395163,723154583080833
667180,741908682647989
009775,937975403222478
275930,262102718219391
378329,175145522070637
674559,291633468669302
828770,884138411036906
970218,147206050559550
464525,568781408068791
312924,969701205787527
643642,404249808213537
706036,378172748763753
964197,716776674634156
181231,360527476934166
888300,748270435814902
006728,804664608305468
732673,112389241336546
580859,834846319007446
080953,688895316273757
778559,673972941868144
519827,688689818400358
921199,865996075628646
199560,409966124868714
991877,794548026452681
629062,052024574687937
686070,431580746722640
751283,264686392076649
363937,947826460472275
822840,349342005078173
299349,227447031920070
028490,519879263996525
819673,312983387406596
591904,668224819936407
621443,405046142546988
286809,152662957730234
636385,746156753352557
984391,986683816984548
412088,933438112065248
921082,962665520496902
065945,031270690561608
051184,851618772906475
577359,103477928044359
138573,761161020457191
807834,972487789725084
967149,371532063278412
135864,500949887117495
816859,234384306363486
271591,635227106639168
390969,831377225615293
058630,498384854887000
241484,742749737145163
256319,863491332759647
182162,997332988805881
754526,497154438590849
054097,927090894414986
989171,910461047197231
227474,685371045366787
028173,527631009295744
937369,311094268180938
468327,382842016440491
139471,220301106492634
562791,930520099046672
233690,460718349607799
124878,556828091638582
756425,667796840040176
487475,662389849602544
353779,720952148253114
352038,903967279991420
882899,825139458083080
799023,427024677362341
112262,684649052287390
321259,683530479648440
447460,066535040150816
959847,011441433683544
540878,604522255920265
793328,779415719966979
044574,386153935681483
428151,663417591544057
845549,492986110215398
130423,292094992729366
108769,984098905985099
715379,309121999295892
344747,935669418883547
232059,450310179576643
998068,895559271726646
990239,821884551605445
739777,557953414491178
986754,443749235270508
640859,506730230589763
515847,124733825359279
558777,758627551790160
550262,627715065104776
981537,252980028978876
703021,881139755436374
349161,438882742267176
301897,158422759537505
925560,151772055175444
977787,011900534276229
395851,832440642288747
221555,862678201140142
427503,025376778482246
188376,747523432153148
278926,083372987178580
401983,023818414955092
