staff_id,first_name,last_name,position,department
622929,Gabrielle,Norman,Technician,Pediatrics
707861,Amy,Dunn,Technician,Radiology
043991,Destiny,Gomez,Administrator,Pediatrics
963004,Dakota,Collins,Technician,Pediatrics
520440,Kenneth,Howard,Technician,Emergency
439950,George,Anderson,Administrator,Emergency
588718,Kelly,Tucker,Nurse,Oncology
699619,Jennifer,Jones,Administrator,Pediatrics
385678,Christopher,Myers,Administrator,Emergency
775957,Ashlee,Willis,Administrator,Radiology
124723,James,Bennett,Administrator,Cardiology
291694,Jonathan,Brown,Doctor,Radiology
592613,Crystal,Miller,Nurse,Emergency
719562,Kristen,Garcia,Administrator,Radiology
795144,Thomas,Dixon,Technician,Oncology
249620,Gary,Ramirez,Doctor,Oncology
363685,Gordon,Murray,Administrator,Pediatrics
092376,Aaron,Wolf,Technician,Radiology
865448,Daniel,Wood,Administrator,Cardiology
713692,Erin,Wang,Doctor,Emergency
787290,Javier,Moon,Administrator,Cardiology
263084,Sharon,Singleton,Doctor,Emergency
773172,Tiffany,Pugh,Nurse,Oncology
663077,Linda,Odonnell,Nurse,Radiology
329963,Thomas,Carson,Doctor,Cardiology
424866,Brandon,Hancock,Doctor,Radiology
043371,Jessica,Miller,Administrator,Cardiology
717179,Samantha,Vincent,Nurse,Pediatrics
010070,Vanessa,Edwards,Administrator,Radiology
595580,Andrew,Gonzalez,Technician,Oncology
223788,Sara,Perez,Nurse,Emergency
145749,Amy,Ramsey,Nurse,Cardiology
802781,Monica,Morgan,Nurse,Radiology
442958,Andrea,Morris,Administrator,Oncology
908533,Heather,Smith,Nurse,Radiology
363478,Holly,Craig,Doctor,Oncology
637927,Miranda,Medina,Doctor,Radiology
316592,Carol,Smith,Nurse,Emergency
236353,Stacy,Evans,Doctor,Oncology
286131,Jacqueline,Rogers,Administrator,Cardiology
833553,Diana,Graham,Technician,Radiology
365953,Gerald,Jones,Administrator,Pediatrics
112526,Michelle,Johnson,Technician,Cardiology
121817,Brianna,Salazar,Technician,Oncology
134182,Joshua,Kidd,Nurse,Pediatrics
704588,Lauren,Gibson,Nurse,Radiology
000169,Amanda,Fernandez,Doctor,Oncology
163514,David,Dodson,Doctor,Pediatrics
971500,Angel,Lopez,Nurse,Emergency
742568,Jillian,Stevens,Nurse,Cardiology
407658,Shannon,Patrick,Doctor,Cardiology
702795,Linda,Arias,Technician,Radiology
605265,Gary,Long,Administrator,Cardiology
693286,Valerie,Koch,Administrator,Cardiology
396864,Alan,Moore,Technician,Oncology
405913,Dana,Crawford,Nurse,Radiology
393890,Abigail,Thomas,Doctor,Radiology
130541,Jeremy,Jimenez,Technician,Pediatrics
059979,Denise,Roth,Nurse,Cardiology
881754,William,Kennedy,Administrator,Oncology
537731,Jill,Johnson,Doctor,Oncology
734686,Malik,Jones,Doctor,Emergency
364381,Alison,Hall,Doctor,Oncology
162582,Erin,Murphy,Nurse,Radiology
843961,Morgan,Campbell,Administrator,Oncology
911695,Robert,Davis,Administrator,Pediatrics
409281,Jennifer,Velasquez,Administrator,Radiology
406225,Steven,Stevens,Nurse,Radiology
335202,Caleb,Adams,Doctor,Emergency
404550,Chelsea,Henderson,Doctor,Oncology
296893,Regina,Randall,Administrator,Emergency
077579,Jennifer,Crawford,Doctor,Cardiology
060655,Martha,Morris,Technician,Pediatrics
002834,Tony,Rivera,Doctor,Pediatrics
599098,Zachary,Morris,Technician,Cardiology
025463,Charles,Garcia,Doctor,Pediatrics
499757,Andrew,Crawford,Technician,Emergency
831860,Fred,Murphy,Doctor,Pediatrics
197221,Marcia,Sanchez,Nurse,Emergency
550085,Jason,Alexander,Administrator,Cardiology
831118,Amanda,Johnson,Technician,Oncology
539110,Morgan,Perez,Technician,Cardiology
308592,Bryan,Haynes,Doctor,Emergency
945948,Jason,Russell,Doctor,Oncology
126230,Veronica,Richardson,Doctor,Oncology
090608,Tiffany,Zhang,Technician,Emergency
909237,Amy,West,Technician,Oncology
029340,Nicholas,Rogers,Technician,Radiology
684640,Crystal,Armstrong,Technician,Radiology
100340,Karen,Martin,Administrator,Oncology
135898,Michael,Morris,Nurse,Pediatrics
436251,Tracy,Pineda,Nurse,Cardiology
139579,Ryan,Morris,Administrator,Emergency
651062,Katrina,Bennett,Administrator,Emergency
272212,George,Green,Doctor,Cardiology
111982,Julie,Page,Nurse,Pediatrics
531219,Kristen,Lamb,Technician,Radiology
228693,Devin,Oconnor,Administrator,Pediatrics
153891,Seth,Phelps,Technician,Oncology
727109,Timothy,Contreras,Administrator,Radiology
091303,Sheila,Martinez,Technician,Cardiology
233745,Philip,Wallace,Nurse,Emergency
340728,Christopher,Bryant,Administrator,Emergency
250849,Alfred,Fry,Administrator,Pediatrics
593583,Monica,Stevenson,Nurse,Emergency
038622,Andrea,Fox,Nurse,Cardiology
157324,David,Myers,Administrator,Emergency
857267,Mathew,Sweeney,Doctor,Pediatrics
861884,Ashley,Ellis,Administrator,Pediatrics
884746,Daisy,Bishop,Technician,Pediatrics
467472,Cynthia,Ortiz,Nurse,Cardiology
235775,James,Vasquez,Nurse,Pediatrics
046021,Lindsey,Sullivan,Doctor,Pediatrics
590736,Robert,Richard,Administrator,Pediatrics
381110,Madison,Dillon,Nurse,Radiology
435998,Luis,Pacheco,Doctor,Oncology
374166,Samuel,Mcdaniel,Nurse,Oncology
181245,Brian,Wells,Nurse,Pediatrics
772504,Kevin,Scott,Administrator,Pediatrics
031066,Amy,Phillips,Doctor,Emergency
096980,Richard,Cummings,Nurse,Emergency
868550,Phillip,Kent,Administrator,Radiology
375866,Jesus,Cline,Nurse,Pediatrics
953957,Carly,Manning,Administrator,Pediatrics
613703,Amy,Grimes,Administrator,Emergency
653944,Gregg,Brown,Administrator,Cardiology
552460,Leslie,Mejia,Technician,Pediatrics
739541,Christopher,Lynch,Administrator,Radiology
474665,Ryan,White,Doctor,Pediatrics
745090,Kaitlyn,Alexander,Doctor,Emergency
434387,Jill,Hernandez,Technician,Emergency
668664,Elizabeth,Henderson,Doctor,Radiology
464323,Justin,Parker,Technician,Oncology
433969,Jason,Baker,Nurse,Pediatrics
816184,Jamie,Matthews,Nurse,Pediatrics
291608,Kirk,Drake,Administrator,Pediatrics
174229,Ryan,Bailey,Technician,Radiology
340986,Joseph,Sanchez,Administrator,Pediatrics
053557,Joseph,Green,Administrator,Pediatrics
003419,Elizabeth,Cross,Nurse,Radiology
084121,Laurie,Martin,Technician,Oncology
656949,Eric,Archer,Doctor,Pediatrics
884077,Nicole,Hughes,Technician,Radiology
550793,Kristin,Estrada,Doctor,Radiology
588414,Brian,Ibarra,Administrator,Oncology
365150,Michael,Andrews,Administrator,Oncology
519166,Kenneth,Price,Technician,Radiology
855834,Connie,Thompson,Doctor,Cardiology
457127,Daniel,Robertson,Doctor,Pediatrics
363179,Deborah,Harrington,Nurse,Oncology
689405,Rick,Horton,Nurse,Radiology
897152,Alexa,Miles,Technician,Radiology
345349,Kenneth,Stokes,Administrator,Oncology
197736,Michael,Taylor,Nurse,Cardiology
632560,Brett,Payne,Technician,Pediatrics
216255,Amanda,Hernandez,Nurse,Radiology
161237,Sandra,Rios,Administrator,Oncology
411189,Eric,Frye,Nurse,Oncology
723766,Kayla,Franklin,Doctor,Emergency
066821,Lindsay,Gutierrez,Technician,Pediatrics
931505,Nathan,Gonzales,Doctor,Cardiology
420313,George,Cruz,Doctor,Radiology
534728,Brenda,Combs,Technician,Oncology
119980,Emily,Chandler,Doctor,Cardiology
185470,Kayla,Hunter,Administrator,Radiology
026900,Colin,Thomas,Doctor,Pediatrics
354220,Stacy,Cervantes,Administrator,Radiology
971982,Robert,Gordon,Administrator,Emergency
531725,Ryan,Lewis,Technician,Radiology
567219,Jeremy,King,Nurse,Pediatrics
246269,Jared,Barnes,Doctor,Cardiology
020612,Charlene,Garcia,Nurse,Pediatrics
381428,Traci,Lawrence,Technician,Radiology
254371,Kenneth,Werner,Administrator,Emergency
338625,Paige,Russo,Doctor,Cardiology
438077,Julia,Perez,Doctor,Emergency
760430,Robin,Hicks,Doctor,Oncology
456644,Rachel,Richardson,Nurse,Oncology
253672,Anna,Snyder,Technician,Emergency
496305,Kendra,Shannon,Doctor,Oncology
509868,Mark,Myers,Nurse,Cardiology
852361,Ashley,Mills,Doctor,Emergency
518918,Deanna,Shaw,Doctor,Oncology
909872,Robert,Malone,Nurse,Oncology
631862,Tamara,Murphy,Administrator,Radiology
997693,Shannon,Wilson,Doctor,Pediatrics
861122,Timothy,Cox,Administrator,Cardiology
813746,John,Stevens,Technician,Emergency
672427,Jenna,Garcia,Nurse,Oncology
848168,Russell,Lozano,Nurse,Emergency
703909,Robert,Vargas,Administrator,Radiology
667515,Stephanie,Ramirez,Administrator,Oncology
799574,Stephanie,Turner,Administrator,Cardiology
726685,Veronica,Castillo,Nurse,Emergency
404163,John,Knight,Technician,Cardiology
528563,Victoria,Flynn,Nurse,Pediatrics
480467,Charles,Macdonald,Technician,Cardiology
983772,Angela,Hill,Nurse,Emergency
446825,Jennifer,Abbott,Nurse,Cardiology
603196,Steven,Macdonald,Nurse,Pediatrics
448121,Benjamin,Watts,Doctor,Pediatrics
512347,Jennifer,Taylor,Administrator,Oncology
021270,Melissa,Mendez,Nurse,Cardiology
353961,Joe,Washington,Administrator,Emergency
668428,Matthew,Harper,Administrator,Radiology
405388,Mary,Singleton,Technician,Radiology
984601,Craig,Lee,Nurse,Emergency
655175,Samantha,Warren,Technician,Cardiology
086758,Krystal,Bernard,Doctor,Pediatrics
815596,Amy,Bailey,Doctor,Emergency
060506,Christopher,Payne,Technician,Cardiology
200549,Robert,Short,Administrator,Oncology
959258,Rebecca,Moyer,Administrator,Emergency
904521,Kenneth,Martin,Technician,Pediatrics
697808,Diane,Thomas,Doctor,Oncology
456316,Donna,King,Doctor,Radiology
550247,James,Wright,Technician,Pediatrics
676360,Savannah,Herman,Technician,Radiology
697407,Christopher,Odom,Nurse,Emergency
893493,Denise,Garza,Administrator,Radiology
373498,Karen,Grimes,Administrator,Pediatrics
356005,David,Rodriguez,Doctor,Radiology
787973,Gail,George,Administrator,Radiology
527733,Bradley,Boyer,Doctor,Radiology
476438,Vanessa,Brown,Technician,Oncology
459694,Colin,Dudley,Administrator,Emergency
844919,Stephen,Atkins,Doctor,Radiology
320762,Alicia,Buchanan,Technician,Oncology
292083,Jennifer,Cook,Doctor,Emergency
233364,Rhonda,Jenkins,Administrator,Pediatrics
262964,Frank,Rodriguez,Technician,Cardiology
965782,Lynn,Williams,Nurse,Emergency
792031,Jordan,Gutierrez,Administrator,Pediatrics
011420,Ashley,Ramirez,Doctor,Radiology
079961,Francisco,Barton,Administrator,Radiology
781544,Joseph,Thompson,Doctor,Cardiology
559862,Caleb,Mullins,Nurse,Emergency
010941,David,Gill,Nurse,Cardiology
216175,Haley,Turner,Doctor,Emergency
135348,Taylor,Wise,Nurse,Emergency
718935,Annette,Miller,Technician,Oncology
897147,Shawn,Hall,Technician,Pediatrics
043472,Travis,Bush,Nurse,Cardiology
337261,Daniel,Waller,Doctor,Cardiology
129446,Cody,Jones,Administrator,Cardiology
100238,Rose,Hunter,Technician,Cardiology
230970,Tonya,Williams,Administrator,Emergency
517881,Angela,Leach,Administrator,Emergency
275288,Alyssa,Ross,Nurse,Cardiology
828640,Juan,Nielsen,Doctor,Emergency
407510,Adrian,Moore,Doctor,Pediatrics
214547,Kelly,Howard,Doctor,Oncology
335098,Charles,Lee,Administrator,Emergency
725536,Benjamin,Hill,Nurse,Radiology
551889,Bradley,White,Doctor,Cardiology
126226,Kerry,Taylor,Administrator,Pediatrics
280818,Janet,Campbell,Nurse,Cardiology
694003,David,Hughes,Nurse,Emergency
360146,Katherine,Taylor,Doctor,Oncology
742785,Angela,Rose,Doctor,Cardiology
432828,Charlotte,Gray,Administrator,Pediatrics
712570,Samantha,Cook,Doctor,Pediatrics
208430,Amber,Anthony,Technician,Cardiology
028960,Dawn,Davis,Technician,Pediatrics
703021,Cindy,Shelton,Doctor,Pediatrics
534623,Ronald,Gonzales,Doctor,Cardiology
340019,Joseph,Klein,Administrator,Cardiology
528012,Richard,Day,Administrator,Radiology
258948,Eric,Trujillo,Technician,Emergency
818839,Emily,Schroeder,Doctor,Pediatrics
296049,Tanya,Mendoza,Nurse,Cardiology
213848,Kevin,Herrera,Technician,Pediatrics
608921,Benjamin,Ellison,Nurse,Oncology
384150,Lisa,Cabrera,Administrator,Radiology
745207,Laurie,Franco,Administrator,Cardiology
768038,Katie,Meyer,Administrator,Emergency
483982,Seth,Baker,Technician,Radiology
359769,Tyler,Collins,Doctor,Emergency
275516,Meghan,Nguyen,Nurse,Pediatrics
835633,Joanne,Brown,Doctor,Emergency
538003,Kelly,Krueger,Doctor,Pediatrics
887015,Rhonda,Avila,Administrator,Pediatrics
131009,Matthew,Gomez,Technician,Oncology
568208,Joseph,Diaz,Doctor,Radiology
641735,Amanda,Clarke,Administrator,Oncology
947452,Alyssa,Hicks,Doctor,Pediatrics
562291,Jennifer,Williams,Technician,Cardiology
604274,Dylan,Rodriguez,Administrator,Radiology
025981,Natasha,Jones,Nurse,Cardiology
488833,Michael,Harper,Nurse,Oncology
445739,Rita,Norris,Doctor,Radiology
897947,Lydia,Soto,Doctor,Radiology
643257,Peggy,Soto,Technician,Radiology
553783,Jennifer,Dean,Administrator,Pediatrics
932572,Jason,Woods,Technician,Emergency
765944,Mercedes,Kramer,Administrator,Radiology
918427,Cynthia,Knight,Doctor,Cardiology
286979,Mary,Brock,Administrator,Pediatrics
985448,Robert,Shaffer,Nurse,Pediatrics
394354,Henry,White,Doctor,Cardiology
158711,Jonathon,Armstrong,Doctor,Oncology
720991,Ana,Taylor,Nurse,Radiology
618485,Andrew,Bishop,Nurse,Cardiology
125044,Andre,Phillips,Nurse,Pediatrics
919060,Kelsey,Cohen,Doctor,Radiology
773739,Angela,Williams,Administrator,Cardiology
543459,Kenneth,Butler,Nurse,Emergency
988079,Austin,Lara,Technician,Radiology
767994,Sarah,Ryan,Nurse,Oncology
762057,Dustin,Brown,Administrator,Radiology
916014,Joshua,David,Administrator,Oncology
154566,Cheryl,Brown,Doctor,Cardiology
595521,Victoria,Baker,Technician,Cardiology
075958,Robert,Barnett,Doctor,Oncology
243003,Kathy,Wise,Administrator,Pediatrics
869133,Molly,Jones,Nurse,Pediatrics
697448,Steve,Foley,Nurse,Emergency
819873,Randall,Rivera,Technician,Pediatrics
874107,Erica,Elliott,Administrator,Pediatrics
536415,Tammy,Robinson,Nurse,Emergency
027150,Matthew,Campbell,Administrator,Oncology
229643,Melissa,Lee,Administrator,Cardiology
813247,Rebecca,Valdez,Technician,Pediatrics
646479,Brian,Weber,Administrator,Radiology
220812,Benjamin,Hernandez,Technician,Cardiology
572958,Ralph,Jones,Technician,Pediatrics
338552,Marissa,Edwards,Technician,Emergency
924289,Patrick,Hill,Nurse,Radiology
305898,Amy,Meyer,Nurse,Emergency
982855,Stephen,Hurst,Doctor,Radiology
811453,Timothy,Dean,Administrator,Radiology
424137,Dana,Fitzpatrick,Administrator,Oncology
010241,Julie,Ruiz,Doctor,Oncology
917970,Sandra,Pitts,Administrator,Cardiology
444172,Karla,Johnson,Administrator,Cardiology
245564,Rodney,Lozano,Technician,Radiology
234650,Lisa,Fowler,Nurse,Pediatrics
359228,Brenda,Baker,Nurse,Radiology
489549,Brooke,Cooper,Technician,Oncology
238212,Mary,Perry,Doctor,Emergency
948434,Steven,Santos,Nurse,Emergency
235417,Heather,Marquez,Nurse,Cardiology
647183,James,Bond,Administrator,Oncology
278061,Thomas,Hall,Doctor,Emergency
980225,Tristan,Oliver,Technician,Emergency
151543,Natalie,Hernandez,Nurse,Cardiology
325247,Natalie,Robinson,Nurse,Radiology
647242,Shawn,Berry,Nurse,Emergency
180460,Erica,Harrington,Nurse,Cardiology
511541,Darrell,Johnson,Doctor,Emergency
309768,Patricia,Jennings,Administrator,Oncology
580963,Anthony,Rogers,Technician,Cardiology
483895,Robin,Bender,Administrator,Pediatrics
907602,Julie,Long,Technician,Emergency
135014,Lisa,Meyers,Administrator,Emergency
311451,Christian,Smith,Doctor,Oncology
556004,Katherine,Perez,Doctor,Emergency
677201,David,Woods,Technician,Emergency
595246,Anita,Boyd,Doctor,Oncology
826134,Renee,Johnson,Nurse,Pediatrics
377668,Karen,Torres,Administrator,Radiology
117115,Linda,Rivera,Administrator,Emergency
334135,Crystal,Davis,Administrator,Oncology
467694,Shannon,Robinson,Nurse,Pediatrics
396228,Brian,Li,Technician,Oncology
285603,Misty,Shepherd,Nurse,Oncology
213687,Jennifer,Callahan,Doctor,Oncology
180804,Troy,Bradley,Doctor,Pediatrics
729393,Michelle,Oconnor,Administrator,Oncology
405953,Miguel,Suarez,Technician,Cardiology
795943,Beverly,Dunn,Technician,Pediatrics
280191,Virginia,King,Nurse,Emergency
930738,Aaron,Kerr,Doctor,Cardiology
144571,Tyler,Mejia,Doctor,Oncology
999226,Thomas,Salazar,Doctor,Oncology
857644,Ronald,Brown,Nurse,Emergency
538700,Morgan,Johnson,Nurse,Radiology
032289,Sergio,Wilson,Nurse,Oncology
525047,Raymond,Adams,Doctor,Emergency
744675,Carlos,Henry,Administrator,Cardiology
283466,Veronica,Smith,Administrator,Cardiology
629349,Rhonda,Cannon,Doctor,Cardiology
211723,Michelle,Stephens,Administrator,Oncology
499499,Jack,Herrera,Doctor,Cardiology
454859,Destiny,Hammond,Doctor,Cardiology
215457,Charles,Barr,Technician,Oncology
206457,James,Hernandez,Nurse,Oncology
810604,Ian,Smith,Doctor,Pediatrics
543700,Cheyenne,King,Administrator,Cardiology
191358,Kenneth,Newton,Doctor,Pediatrics
922511,Christopher,Smith,Doctor,Oncology
601388,Tanya,Abbott,Doctor,Radiology
909769,Christopher,Jackson,Technician,Emergency
646505,Dana,Davis,Administrator,Emergency
998344,Katie,Joseph,Technician,Radiology
289213,Jennifer,Clark,Administrator,Pediatrics
433939,Michael,Dougherty,Doctor,Emergency
112865,Elizabeth,Mccall,Technician,Radiology
639864,Stephanie,Curtis,Nurse,Pediatrics
588853,Melinda,Banks,Administrator,Cardiology
767708,Derek,Allen,Nurse,Oncology
012269,Laura,Vaughn,Nurse,Pediatrics
942352,Ronnie,Jensen,Nurse,Oncology
450360,Krista,Duarte,Doctor,Radiology
785477,Danielle,Navarro,Nurse,Emergency
575658,Brooke,Hernandez,Nurse,Pediatrics
173616,Christopher,Mclaughlin,Administrator,Pediatrics
668203,Melanie,Cole,Nurse,Radiology
410249,Alexander,Vasquez,Doctor,Oncology
039929,Luke,Smith,Administrator,Emergency
368296,Amy,Lloyd,Doctor,Cardiology
551394,Morgan,Johnson,Administrator,Cardiology
062587,Amy,Lawson,Doctor,Cardiology
689811,Brandon,Rhodes,Nurse,Pediatrics
130161,Joseph,Jacobs,Doctor,Oncology
817230,Jessica,Smith,Technician,Cardiology
370920,Joseph,Elliott,Nurse,Pediatrics
697304,Christine,Snow,Nurse,Emergency
002663,Travis,Benton,Administrator,Pediatrics
484699,Kathleen,Bailey,Administrator,Oncology
693758,Kimberly,Bass,Doctor,Radiology
486313,Jeffery,Richardson,Technician,Emergency
632733,Tina,Willis,Nurse,Cardiology
452725,Rebecca,Snyder,Doctor,Emergency
957143,Christopher,Barker,Administrator,Cardiology
447926,Donald,Ryan,Technician,Cardiology
757868,Ashley,Browning,Doctor,Emergency
000679,Michael,Smith,Nurse,Oncology
954459,Thomas,Buchanan,Technician,Emergency
693353,Jonathan,Young,Doctor,Oncology
349456,Ryan,Miller,Nurse,Cardiology
095383,Timothy,Ortiz,Doctor,Cardiology
798784,John,Malone,Nurse,Emergency
798757,Terri,Hill,Administrator,Emergency
985900,Allison,Nguyen,Nurse,Oncology
829903,Robert,Hill,Nurse,Pediatrics
638290,Theresa,Alvarez,Nurse,Radiology
854513,Jesse,Black,Administrator,Cardiology
364269,Michael,Wood,Administrator,Oncology
297597,Charles,Elliott,Nurse,Emergency
401279,Stephanie,Leon,Doctor,Oncology
208836,Abigail,Washington,Doctor,Oncology
742665,Evelyn,Bryant,Administrator,Oncology
766383,Sara,Ashley,Doctor,Pediatrics
596695,Alison,Ellison,Technician,Radiology
808642,Manuel,Luna,Technician,Radiology
152419,Joseph,Thomas,Technician,Oncology
299251,Nicole,Villegas,Nurse,Emergency
499902,Jennifer,Scott,Nurse,Radiology
501597,John,Carr,Administrator,Radiology
138157,Felicia,Patterson,Nurse,Radiology
204427,Sara,Wagner,Doctor,Emergency
303272,Harold,Kelly,Doctor,Pediatrics
157184,Taylor,Velez,Technician,Emergency
911145,William,Richardson,Nurse,Emergency
911877,Francisco,Miranda,Administrator,Oncology
574991,Loretta,Gill,Nurse,Oncology
985661,Thomas,Lee,Technician,Cardiology
170845,Deborah,Burns,Nurse,Cardiology
